Price_per_GB,Price_per_TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,Affiliate Link HTML,,,,
$0.06 ,$55.00 ,$110 ,2 TB,3 years,Internal,SSD,New,"HP S750 2TB 2.5"" SATA Internal SSD, 3D NAND, Read/Write Speeds Up to 560 MB/s / 520 MB/s, Internal Solid State Hard Drive SATA III 6 Gb/s Interface - 1R9T8AA#ABB","<a href=""https://www.amazon.com/dp/B0CY3M1P5T"">HP S750 2TB 2.5"" SATA Internal SSD, 3D NAND, Read/Write Speeds Up to 560 MB/s / 520 MB/s, Internal Solid State Hard Drive SATA III 6 Gb/s Interface - 1R9T8AA#ABB</a>",,,,
$0.06 ,$55.00 ,$110 ,2 TB,5 years,Internal,SSD,New,"Fikwot FX812 PRO 2TB SATA III SSD with DRAM Cache, 3D NAND TLC, Up to 560MB/s, Continuous Writing Without slowing Down, Compatible with Laptop & PC Desktop","<a href=""https://www.amazon.com/dp/B0CZL6FY4Y"">Fikwot FX812 PRO 2TB SATA III SSD with DRAM Cache, 3D NAND TLC, Up to 560MB/s, Continuous Writing Without slowing Down, Compatible with Laptop & PC Desktop</a>",,,,
$0.06 ,$55.00 ,$110 ,2 TB,5 years,Internal,SSD,New,"ORICO 2TB SATA SSD 2.5 Inch Internal Solid State Drive, Read Speed up to 500MB/s, SATA III 6Gbps for Desktop Laptop NAS DIY External Drive - Y20","<a href=""https://www.amazon.com/dp/B0CG1QQP3Y"">ORICO 2TB SATA SSD 2.5 Inch Internal Solid State Drive, Read Speed up to 500MB/s, SATA III 6Gbps for Desktop Laptop NAS DIY External Drive - Y20</a>",,,,
$0.06 ,$55.00 ,$110 ,2 TB,5 years,M.2,NVMe,New,"Fikwot FX660 2TB M.2 SSD, PCIe Gen 4x4 Dynamic SLC Cache - Speeds up to 5200MB/s M.2 2280 NVMe Internal SSD, Upgrade Storage for PC Computer, Laptop and PS5","<a href=""https://www.amazon.com/dp/B0CXXWB52R"">Fikwot FX660 2TB M.2 SSD, PCIe Gen 4x4 Dynamic SLC Cache - Speeds up to 5200MB/s M.2 2280 NVMe Internal SSD, Upgrade Storage for PC Computer, Laptop and PS5</a>",,,,
$0.06 ,$55.00 ,$220 ,4 TB,,Internal,SSD,New,"fanxiang S101 4TB SSD SATA III 6Gb/s 2.5"" Internal Solid State Drive, Read Speed up to 550MB/sec, Compatible with Laptop and PC Desktops(Black)","<a href=""https://www.amazon.com/dp/B0C48RP3BF"">fanxiang S101 4TB SSD SATA III 6Gb/s 2.5"" Internal Solid State Drive, Read Speed up to 550MB/sec, Compatible with Laptop and PC Desktops(Black)</a>",,,,
$0.06 ,$55.00 ,$33 ,600 GB,5 years,Internal,SAS,New,Seagate Savvio 10K.6 SAS 6GBS 600GB (ST600MM0006),"<a href=""https://www.amazon.com/dp/B00E7LGO58"">Seagate Savvio 10K.6 SAS 6GBS 600GB (ST600MM0006)</a>","<a href=""https://www.amazon.com/dp/B00E7LGO58"">Seagate Savvio 10K.6 SAS 6GBS 600GB (ST600MM0006)</a>",,,
$0.06 ,$55.02 ,$55 ,1 TB,3 years,Internal,SSD,New,"Crucial BX500 1TB 3D NAND SATA 2.5-Inch Internal SSD, up to 540MB/s - CT1000BX500SSD1, Solid State Drive","<a href=""https://www.amazon.com/dp/B07YD579WM"">Crucial BX500 1TB 3D NAND SATA 2.5-Inch Internal SSD, up to 540MB/s - CT1000BX500SSD1, Solid State Drive</a>","<a href=""https://www.amazon.com/dp/B07YD579WM"">Crucial BX500 1TB 3D NAND SATA 2.5-Inch Internal SSD, up to 540MB/s - CT1000BX500SSD1, Solid State Drive</a>",,,
$0.06 ,$55.10 ,$28 ,512 GB,3 years,M.2,NVMe,Used,"Ediloca EN605 512GB M.2 SSD, NVMe1.3 PCIe Gen3 x4 SSD TLC, Internal Hard Drive, M.2 2280 - Read/Write Speed up to 2150/1600 MB/s - Internal SSD Compatible with Laptop & PC Desktop","<a href=""https://www.amazon.com/dp/B0B7QKDJSY"">Ediloca EN605 512GB M.2 SSD, NVMe1.3 PCIe Gen3 x4 SSD TLC, Internal Hard Drive, M.2 2280 - Read/Write Speed up to 2150/1600 MB/s - Internal SSD Compatible with Laptop & PC Desktop</a>","<a href=""https://www.amazon.com/dp/B0B7QKDJSY"">Ediloca EN605 512GB M.2 SSD, NVMe1.3 PCIe Gen3 x4 SSD TLC, Internal Hard Drive, M.2 2280 - Read/Write Speed up to 2150/1600 MB/s - Internal SSD Compatible with Laptop & PC Desktop</a>",,,
$0.06 ,$55.28 ,$13 ,4.7 GB x50,,Optical,DVD-R,New,50 Pack Imation DVD-R 16X 4.7GB/120Min Branded Logo Blank Media Recordable Movie Data Disc,"<a href=""https://www.amazon.com/dp/B07Z6QRV6B"">50 Pack Imation DVD-R 16X 4.7GB/120Min Branded Logo Blank Media Recordable Movie Data Disc</a>",,,,
$0.06 ,$55.32 ,$26 ,4.7 GB x100,,Optical,DVD-R,New,100 Pack Ritek Pro (Professional Grade) DVD-R 16X 4.7GB AZO Dye (MID MXL RG04) Shiny Silver Lacquer Silk Screen Printable Blank Media Recordable Disc,"<a href=""https://www.amazon.com/dp/B08GPHCJGX"">100 Pack Ritek Pro (Professional Grade) DVD-R 16X 4.7GB AZO Dye (MID MXL RG04) Shiny Silver Lacquer Silk Screen Printable Blank Media Recordable Disc</a>",,,,
$0.06 ,$55.60 ,$14 ,250 GB,,"Internal 3.5""",HDD,Used,WESTERN DIGITAL WD2500AAKX Caviar Blue 250GB 7200 RPM 16MB cache SATA 6.0Gb/s 3.5 internal hard drive,"<a href=""https://www.amazon.com/dp/B00EGSGDXK"">WESTERN DIGITAL WD2500AAKX Caviar Blue 250GB 7200 RPM 16MB cache SATA 6.0Gb/s 3.5 internal hard drive</a>","<a href=""https://www.amazon.com/dp/B00EGSGDXK"">WESTERN DIGITAL WD2500AAKX Caviar Blue 250GB 7200 RPM 16MB cache SATA 6.0Gb/s 3.5 internal hard drive</a>",,,
$0.06 ,$55.93 ,"$3,580 ",8 TB x8,3 years,"External 3.5""",HDD,New,OWC ThunderBay 8 RAID 5 Edition 64TB 8-Bay External Drive w/Dual Thunderbolt 3 Ports,"<a href=""https://www.amazon.com/dp/B084SR6SXN"">OWC ThunderBay 8 RAID 5 Edition 64TB 8-Bay External Drive w/Dual Thunderbolt 3 Ports</a>",,,,
$0.06 ,$55.99 ,$56 ,1 TB,,microSD,Flash,New,"SP Silicon Power 1TB Micro SD Card U3 Nintendo-Switch Compatible, SDXC microsdxc High Speed MicroSD Memory Card with Adapter","<a href=""https://www.amazon.com/dp/B08NCDG9X9"">SP Silicon Power 1TB Micro SD Card U3 Nintendo-Switch Compatible, SDXC microsdxc High Speed MicroSD Memory Card with Adapter</a>",,,,
$0.06 ,$55.99 ,$56 ,1 TB,5 years,"Internal 2.5""",HDD,New,Seagate Barracuda Pro Performance Internal Hard Drive SATA HDD 1TB 7200RPM 6Gb/s 128MB Cache 2.5-Inch (ST1000LM049),"<a href=""https://www.amazon.com/dp/B078TJ17QF"">Seagate Barracuda Pro Performance Internal Hard Drive SATA HDD 1TB 7200RPM 6Gb/s 128MB Cache 2.5-Inch (ST1000LM049)</a>","<a href=""https://www.amazon.com/dp/B078TJ17QF"">Seagate Barracuda Pro Performance Internal Hard Drive SATA HDD 1TB 7200RPM 6Gb/s 128MB Cache 2.5-Inch (ST1000LM049)</a>",,,
$0.06 ,$56.03 ,$158 ,4.7 GB x600,,Optical,DVD-R,New,600 Pack Ritek Pro (Professional Grade) DVD-R 16X 4.7GB AZO Dye (MID MXL RG04) White Thermal Hub Printable Blank Media Recordable Disc,"<a href=""https://www.amazon.com/dp/B08GQJ5KKV"">600 Pack Ritek Pro (Professional Grade) DVD-R 16X 4.7GB AZO Dye (MID MXL RG04) White Thermal Hub Printable Blank Media Recordable Disc</a>",,,,
$0.06 ,$56.05 ,$90 ,800 GB x2,,Tape,LTO-4,New,2PK IBM LTO Ultrium-4 Data Tape ( IBM 95P4436 - 800/1.6TB ),"<a href=""https://www.amazon.com/dp/B008BNS7RQ"">2PK IBM LTO Ultrium-4 Data Tape ( IBM 95P4436 - 800/1.6TB )</a>",,,,
$0.06 ,$56.21 ,$14 ,256 GB,10 years,SD,Flash,Used,"SAMSUNG EVO Plus Full Size 256GB SDXC Card 130MB/s Full HD & 4K UHD, UHS-I, U3, V30 (MB-SC256K/AM)","<a href=""https://www.amazon.com/dp/B09B1FP5X1"">SAMSUNG EVO Plus Full Size 256GB SDXC Card 130MB/s Full HD & 4K UHD, UHS-I, U3, V30 (MB-SC256K/AM)</a>","<a href=""https://www.amazon.com/dp/B09B1FP5X1"">SAMSUNG EVO Plus Full Size 256GB SDXC Card 130MB/s Full HD & 4K UHD, UHS-I, U3, V30 (MB-SC256K/AM)</a>",,,
$0.06 ,$56.25 ,$900 ,4 TB x4,3 years,"External 3.5""",HDD,New,BUFFALO DriveStation Quad 4-Bay 16TB (4x4TB) TAA Desktop External Hard Drive USB 3.2,"<a href=""https://www.amazon.com/dp/B00M77UITC"">BUFFALO DriveStation Quad 4-Bay 16TB (4x4TB) TAA Desktop External Hard Drive USB 3.2</a>",,,,
$0.06 ,$56.42 ,$56 ,1 TB,3 years,M.2,NVMe,Used,Kingston NV2 1TB M.2 2280 NVMe Internal SSD | PCIe 4.0 Gen 4x4 | Up to 3500 MB/s | SNV2S/1000G,"<a href=""https://www.amazon.com/dp/B0BBWH1R8H"">Kingston NV2 1TB M.2 2280 NVMe Internal SSD | PCIe 4.0 Gen 4x4 | Up to 3500 MB/s | SNV2S/1000G</a>","<a href=""https://www.amazon.com/dp/B0BBWH1R8H"">Kingston NV2 1TB M.2 2280 NVMe Internal SSD | PCIe 4.0 Gen 4x4 | Up to 3500 MB/s | SNV2S/1000G</a>",,,
$0.06 ,$56.50 ,$113 ,2 TB,3 years,M.2,NVMe,New,"SanDisk 2TB SSD Plus M.2 NVMe SSD - PCIE Gen 3.0, Up to 3,200 MB/s - Internal Solid State Drive - SDSSDA3N-2T00-G26","<a href=""https://www.amazon.com/dp/B0CN3MNWM4"">SanDisk 2TB SSD Plus M.2 NVMe SSD - PCIE Gen 3.0, Up to 3,200 MB/s - Internal Solid State Drive - SDSSDA3N-2T00-G26</a>","<a href=""https://www.amazon.com/dp/B0CN3MNWM4"">SanDisk 2TB SSD Plus M.2 NVMe SSD - PCIE Gen 3.0, Up to 3,200 MB/s - Internal Solid State Drive - SDSSDA3N-2T00-G26</a>",,,
$0.06 ,$56.50 ,$113 ,2 TB,,Internal,SAS,Used,Seagate HD 2.5 2TB EXOS 7E2000 SAS 12GB/S 7200RPM 128MB 512E,"<a href=""https://www.amazon.com/dp/B07X289XVJ"">Seagate HD 2.5 2TB EXOS 7E2000 SAS 12GB/S 7200RPM 128MB 512E</a>","<a href=""https://www.amazon.com/dp/B07X289XVJ"">Seagate HD 2.5 2TB EXOS 7E2000 SAS 12GB/S 7200RPM 128MB 512E</a>",,,
$0.06 ,$56.62 ,$29 ,512 GB,,Internal,SSD,New,"KingSpec 512GB SATA III SSD 6Gb/s, 2.5"" SATA SSD with 3D NAND Flash, Internal Solid State Hard Drives, for Laptop and PC Desktop (R/W Speed up to 550/520 MB/s)","<a href=""https://www.amazon.com/dp/B0BJZLF2FW"">KingSpec 512GB SATA III SSD 6Gb/s, 2.5"" SATA SSD with 3D NAND Flash, Internal Solid State Hard Drives, for Laptop and PC Desktop (R/W Speed up to 550/520 MB/s)</a>","<a href=""https://www.amazon.com/dp/B0BJZLF2FW"">KingSpec 512GB SATA III SSD 6Gb/s, 2.5"" SATA SSD with 3D NAND Flash, Internal Solid State Hard Drives, for Laptop and PC Desktop (R/W Speed up to 550/520 MB/s)</a>",,,
$0.06 ,$56.69 ,$57 ,1 TB,3 years,Internal,SSD,Used,"KingSpec 1TB 2.5"" SATA SSD, SATA III 6Gb/s Internal Solid State Drive - 3D NAND Flash TLC, Compatible with Desktop/Laptop/All-in-one(P3,1TB)","<a href=""https://www.amazon.com/dp/B0B2K51BHH"">KingSpec 1TB 2.5"" SATA SSD, SATA III 6Gb/s Internal Solid State Drive - 3D NAND Flash TLC, Compatible with Desktop/Laptop/All-in-one(P3,1TB)</a>","<a href=""https://www.amazon.com/dp/B0B2K51BHH"">KingSpec 1TB 2.5"" SATA SSD, SATA III 6Gb/s Internal Solid State Drive - 3D NAND Flash TLC, Compatible with Desktop/Laptop/All-in-one(P3,1TB)</a>",,,
$0.06 ,$56.81 ,$909 ,4 TB x4,2 years,"Internal 3.5""",HDD,New,"QNAP TS-462-4G-44WD-US 4 Bay Multimedia Desktop NAS with 12TB Storage Capacity, Preconfigured RAID 5 WD Red Plus HDD Bundle","<a href=""https://www.amazon.com/dp/B0CZ7LYDWG"">QNAP TS-462-4G-44WD-US 4 Bay Multimedia Desktop NAS with 12TB Storage Capacity, Preconfigured RAID 5 WD Red Plus HDD Bundle</a>",,,,
$0.06 ,$56.81 ,$909 ,4 TB x4,2 years,"Internal 3.5""",HDD,New,"QNAP TS-462-4G-44ST-US 4 Bay Multimedia Desktop NAS with 12TB Storage Capacity, Preconfigured RAID 5 Seagate IronWolf HDD Bundle","<a href=""https://www.amazon.com/dp/B0CZ7LRVF9"">QNAP TS-462-4G-44ST-US 4 Bay Multimedia Desktop NAS with 12TB Storage Capacity, Preconfigured RAID 5 Seagate IronWolf HDD Bundle</a>",,,,
$0.06 ,$56.82 ,$57 ,1 TB,3 years,M.2,NVMe,New,Kingston NV2 1TB M.2 2280 NVMe Internal SSD | PCIe 4.0 Gen 4x4 | Up to 3500 MB/s | SNV2S/1000G,"<a href=""https://www.amazon.com/dp/B0BBWH1R8H"">Kingston NV2 1TB M.2 2280 NVMe Internal SSD | PCIe 4.0 Gen 4x4 | Up to 3500 MB/s | SNV2S/1000G</a>","<a href=""https://www.amazon.com/dp/B0BBWH1R8H"">Kingston NV2 1TB M.2 2280 NVMe Internal SSD | PCIe 4.0 Gen 4x4 | Up to 3500 MB/s | SNV2S/1000G</a>",,,
$0.06 ,$56.92 ,$228 ,4 TB,5 years,M.2,NVMe,Used,"Western Digital 4TB WD Blue SN5000 NVMe Internal Solid State Drive SSD - PCIe Gen 4.0, M.2 2280, Up to 5,500 MB/s - WDS400T4B0E","<a href=""https://www.amazon.com/dp/B0D7MLB76V"">Western Digital 4TB WD Blue SN5000 NVMe Internal Solid State Drive SSD - PCIe Gen 4.0, M.2 2280, Up to 5,500 MB/s - WDS400T4B0E</a>","<a href=""https://www.amazon.com/dp/B0D7MLB76V"">Western Digital 4TB WD Blue SN5000 NVMe Internal Solid State Drive SSD - PCIe Gen 4.0, M.2 2280, Up to 5,500 MB/s - WDS400T4B0E</a>",,,
$0.06 ,$56.96 ,$46 ,800 GB,,Tape,LTO-4,New,Quantum LTO Ultrium 4 Worm Tape Cartridge MR-L4MQN-02,"<a href=""https://www.amazon.com/dp/B0087PCCY2"">Quantum LTO Ultrium 4 Worm Tape Cartridge MR-L4MQN-02</a>",,,,
$0.06 ,$56.99 ,$57 ,1 TB,3 years,Internal,SSD,New,"KingSpec 1TB SATA III SSD 6Gb/s, 2.5"" SATA SSD with 3D NAND Flash, Internal Solid State Hard Drives, for Laptop and PC Desktop (R/W Speed up to 550/520 MB/s)","<a href=""https://www.amazon.com/dp/B0BKKSPM9R"">KingSpec 1TB SATA III SSD 6Gb/s, 2.5"" SATA SSD with 3D NAND Flash, Internal Solid State Hard Drives, for Laptop and PC Desktop (R/W Speed up to 550/520 MB/s)</a>",,,,
$0.06 ,$56.99 ,$57 ,1 TB,,"External 3.5""",HDD,New,"Maxone 1TB Ultra Slim Portable External Hard Drive HDD USB 3.0 for PC, Mac, Laptop, PS4, Xbox one - Charcoal Grey","<a href=""https://www.amazon.com/dp/B07C812LHQ"">Maxone 1TB Ultra Slim Portable External Hard Drive HDD USB 3.0 for PC, Mac, Laptop, PS4, Xbox one - Charcoal Grey</a>","<a href=""https://www.amazon.com/dp/B07C812LHQ"">Maxone 1TB Ultra Slim Portable External Hard Drive HDD USB 3.0 for PC, Mac, Laptop, PS4, Xbox one - Charcoal Grey</a>",,,
$0.06 ,$56.99 ,$57 ,1 TB,2 years,"Internal 3.5""",HDD,New,Seagate Bare Drives BarraCuda 1TB Internal Hard Drive HDD – 3.5 Inch SATA 6 Gb/s 7200 RPM 64MB Cache for Computer Desktop PC – Frustration Free Packaging ST1000DMZ10/DM010,"<a href=""https://www.amazon.com/dp/B07D99KFPK"">Seagate Bare Drives BarraCuda 1TB Internal Hard Drive HDD – 3.5 Inch SATA 6 Gb/s 7200 RPM 64MB Cache for Computer Desktop PC – Frustration Free Packaging ST1000DMZ10/DM010</a>","<a href=""https://www.amazon.com/dp/B07D99KFPK"">Seagate Bare Drives BarraCuda 1TB Internal Hard Drive HDD – 3.5 Inch SATA 6 Gb/s 7200 RPM 64MB Cache for Computer Desktop PC – Frustration Free Packaging ST1000DMZ10/DM010</a>",,,
$0.06 ,$57.00 ,$114 ,2 TB,5 years,M.2,NVMe,New,TEAMGROUP T-Force A440 Lite 2TB Graphene Heatsink 3D NAND TLC NVMe Phison PS5027-E27T PCIe 4.0 Gen4x4 M.2 2280 Internal SSD Works with PS5 Read/Write 7400/6400 MB/s TM8FFQ002T0C129,"<a href=""https://www.amazon.com/dp/B0CQJYGK75"">TEAMGROUP T-Force A440 Lite 2TB Graphene Heatsink 3D NAND TLC NVMe Phison PS5027-E27T PCIe 4.0 Gen4x4 M.2 2280 Internal SSD Works with PS5 Read/Write 7400/6400 MB/s TM8FFQ002T0C129</a>",,,,
$0.06 ,$57.00 ,$57 ,1 TB,1 year,"Internal 3.5""",HDD,New,Seagate BarraCuda 1TB Internal Hard Drive HDD – 3.5 Inch SATA 6 Gb/s 7200 RPM 64MB Cache for Computer Desktop PC (ST1000DM010),"<a href=""https://www.amazon.com/dp/B01LNJBA2I"">Seagate BarraCuda 1TB Internal Hard Drive HDD – 3.5 Inch SATA 6 Gb/s 7200 RPM 64MB Cache for Computer Desktop PC (ST1000DM010)</a>","<a href=""https://www.amazon.com/dp/B01LNJBA2I"">Seagate BarraCuda 1TB Internal Hard Drive HDD – 3.5 Inch SATA 6 Gb/s 7200 RPM 64MB Cache for Computer Desktop PC (ST1000DM010)</a>",,,
$0.06 ,$57.00 ,$57 ,1 TB,5 years,"Internal 3.5""",HDD,New,Seagate Constellation ES 1 TB 7200RPM 6 Gb/s SATA 64MB Cache 3.5 Inch Internal Bare Drive (ST1000NM0011),"<a href=""https://www.amazon.com/dp/B0057BON8W"">Seagate Constellation ES 1 TB 7200RPM 6 Gb/s SATA 64MB Cache 3.5 Inch Internal Bare Drive (ST1000NM0011)</a>","<a href=""https://www.amazon.com/dp/B0057BON8W"">Seagate Constellation ES 1 TB 7200RPM 6 Gb/s SATA 64MB Cache 3.5 Inch Internal Bare Drive (ST1000NM0011)</a>",,,
$0.06 ,$57.02 ,$73 ,256 GB x5,,microSD,Flash,New,"TEAMGROUP A2 Pro Plus Card 256GB x 5 Pack Micro SDXC UHS-I U3 A2 V30, R/W up to 160/110 MB/s for Nintendo-Switch, Gaming Devices, Tablets, Smartphones, 4K Shooting, with Adapter TPPMSDX256GIA2V3063","<a href=""https://www.amazon.com/dp/B0C8S6D35M"">TEAMGROUP A2 Pro Plus Card 256GB x 5 Pack Micro SDXC UHS-I U3 A2 V30, R/W up to 160/110 MB/s for Nintendo-Switch, Gaming Devices, Tablets, Smartphones, 4K Shooting, with Adapter TPPMSDX256GIA2V3063</a>",,,,
$0.06 ,$57.05 ,$114 ,2 TB,3 years,External,SSD,Used,"SanDisk 2TB Portable SSD - Up to 800MB/s, USB-C, USB 3.2 Gen 2, Updated Firmware - External Solid State Drive - SDSSDE30-2T00-G26","<a href=""https://www.amazon.com/dp/B0C5JNWF58"">SanDisk 2TB Portable SSD - Up to 800MB/s, USB-C, USB 3.2 Gen 2, Updated Firmware - External Solid State Drive - SDSSDE30-2T00-G26</a>","<a href=""https://www.amazon.com/dp/B0C5JNWF58"">SanDisk 2TB Portable SSD - Up to 800MB/s, USB-C, USB 3.2 Gen 2, Updated Firmware - External Solid State Drive - SDSSDE30-2T00-G26</a>",,,
$0.06 ,$57.21 ,$114 ,2 TB,5 years,Internal,SSD,Used,"SanDisk Ultra 3D NAND 2TB Internal SSD - SATA III 6 Gb/s, 2.5""/7mm, Up to 560 MB/s - SDSSDH3-2T00-G26","<a href=""https://www.amazon.com/dp/B0BZMLG2CJ"">SanDisk Ultra 3D NAND 2TB Internal SSD - SATA III 6 Gb/s, 2.5""/7mm, Up to 560 MB/s - SDSSDH3-2T00-G26</a>","<a href=""https://www.amazon.com/dp/B0BZMLG2CJ"">SanDisk Ultra 3D NAND 2TB Internal SSD - SATA III 6 Gb/s, 2.5""/7mm, Up to 560 MB/s - SDSSDH3-2T00-G26</a>",,,
$0.06 ,$57.23 ,$27 ,4.7 GB x100,,Optical,DVD-R,New,HP DVD-R 16X 4.7GB 100PK Spindle with Handle,"<a href=""https://www.amazon.com/dp/B00CHCGRH4"">HP DVD-R 16X 4.7GB 100PK Spindle with Handle</a>",,,,
$0.06 ,$57.29 ,"$2,750 ",6 TB x8,3 years,"External 3.5""",HDD,New,OWC ThunderBay 8 RAID 5 Edition 48TB 8-Bay External Drive w/Dual Thunderbolt 3 Ports,"<a href=""https://www.amazon.com/dp/B084S3TYYM"">OWC ThunderBay 8 RAID 5 Edition 48TB 8-Bay External Drive w/Dual Thunderbolt 3 Ports</a>",,,,
$0.06 ,$57.34 ,$27 ,4.7 GB x100,1 year,Optical,DVD-R,New,PlexDisc DVD+R 4.7GB 16X White Thermal Hub Printable - 100 Disc Spindle (FFP) - 63C-415-BX,"<a href=""https://www.amazon.com/dp/B001RR60V8"">PlexDisc DVD+R 4.7GB 16X White Thermal Hub Printable - 100 Disc Spindle (FFP) - 63C-415-BX</a>",,,,
$0.06 ,$57.34 ,$27 ,4.7 GB x100,,Optical,DVD-R,New,"PioData DVD-R 4.7GB 16X Moisture Resistant White Inkjet Hub Printable Blank DVDs - 100 Disc Cake Box Spindle, Printable DVD-R Discs, Inkjet Printable DVD-R","<a href=""https://www.amazon.com/dp/B0BYTT9J3N"">PioData DVD-R 4.7GB 16X Moisture Resistant White Inkjet Hub Printable Blank DVDs - 100 Disc Cake Box Spindle, Printable DVD-R Discs, Inkjet Printable DVD-R</a>",,,,
$0.06 ,$57.45 ,$27 ,4.7 GB x100,,Optical,DVD-R,New,100 Pack Ritek Pro (Professional Grade) DVD-R 16X 4.7GB AZO Dye (MID MXL RG04) White Inkjet Hub Printable Blank Media Recordable Disc,"<a href=""https://www.amazon.com/dp/B08GQG9PXQ"">100 Pack Ritek Pro (Professional Grade) DVD-R 16X 4.7GB AZO Dye (MID MXL RG04) White Inkjet Hub Printable Blank Media Recordable Disc</a>",,,,
$0.06 ,$57.45 ,$27 ,4.7 GB x100,,Optical,DVD-R,New,"Philips,Printable DVD+R 16x 4.7GB Discs 100 Pack","<a href=""https://www.amazon.com/dp/B00L1FQ31I"">Philips,Printable DVD+R 16x 4.7GB Discs 100 Pack</a>",,,,
$0.06 ,$57.50 ,$230 ,4 TB,,External,SSD,New,"Crucial X9 4TB Portable SSD with USB-A Adapter - Up to 1050MB/s - PC and Mac, with Mylio Photos+ - USB-C 3.2 External Solid State Drive - CT4000X9SSD902","<a href=""https://www.amazon.com/dp/B0CJK4QKGK"">Crucial X9 4TB Portable SSD with USB-A Adapter - Up to 1050MB/s - PC and Mac, with Mylio Photos+ - USB-C 3.2 External Solid State Drive - CT4000X9SSD902</a>",,,,
$0.06 ,$57.50 ,$115 ,2 TB,3 years,Internal,SSD,New,"SanDisk SSD PLUS 2TB Internal SSD - SATA III 6 Gb/s, 2.5""/7mm, Up to 545 MB/s - SDSSDA-2T00-G26","<a href=""https://www.amazon.com/dp/B07YFFJK2Q"">SanDisk SSD PLUS 2TB Internal SSD - SATA III 6 Gb/s, 2.5""/7mm, Up to 545 MB/s - SDSSDA-2T00-G26</a>","<a href=""https://www.amazon.com/dp/B07YFFJK2Q"">SanDisk SSD PLUS 2TB Internal SSD - SATA III 6 Gb/s, 2.5""/7mm, Up to 545 MB/s - SDSSDA-2T00-G26</a>",,,
$0.06 ,$57.50 ,$115 ,2 TB,,Internal,SSD,Used,"Western Digital 2TB WD Blue SA510 SATA Internal Solid State Drive SSD - SATA III 6 Gb/s, 2.5""/7mm, Up to 560 MB/s - WDS200T3B0A","<a href=""https://www.amazon.com/dp/B0C14TF467"">Western Digital 2TB WD Blue SA510 SATA Internal Solid State Drive SSD - SATA III 6 Gb/s, 2.5""/7mm, Up to 560 MB/s - WDS200T3B0A</a>","<a href=""https://www.amazon.com/dp/B0C14TF467"">Western Digital 2TB WD Blue SA510 SATA Internal Solid State Drive SSD - SATA III 6 Gb/s, 2.5""/7mm, Up to 560 MB/s - WDS200T3B0A</a>",,,
$0.06 ,$57.50 ,$115 ,2 TB,5 years,M.2,NVMe,New,"HP EX900 Plus 2TB M.2 SSD - High Performance NVMe SSD with 3D NAND Flash, 3125 MB/s Read and 2700 MB/s Write Speeds for Enhanced Computing Efficiency and Reliability","<a href=""https://www.amazon.com/dp/B09CG7SM5K"">HP EX900 Plus 2TB M.2 SSD - High Performance NVMe SSD with 3D NAND Flash, 3125 MB/s Read and 2700 MB/s Write Speeds for Enhanced Computing Efficiency and Reliability</a>",,,,
$0.06 ,$57.50 ,$230 ,4 TB,1 year,M.2,NVMe,Used,SABRENT 4TB Rocket NVMe PCIe M.2 2280 Internal SSD High Performance Solid State Drive (SB-ROCKET-4TB),"<a href=""https://www.amazon.com/dp/B07ZQSDQDB"">SABRENT 4TB Rocket NVMe PCIe M.2 2280 Internal SSD High Performance Solid State Drive (SB-ROCKET-4TB)</a>",,,,
$0.06 ,$57.50 ,$69 ,1.2 TB,,Internal,SAS,Used,St1200mm0007 Seagate 1.2Tb 10000Rpm 2.5Inch 6Gb/S Sas W/Tray,"<a href=""https://www.amazon.com/dp/B00PY73PC4"">St1200mm0007 Seagate 1.2Tb 10000Rpm 2.5Inch 6Gb/S Sas W/Tray</a>","<a href=""https://www.amazon.com/dp/B00PY73PC4"">St1200mm0007 Seagate 1.2Tb 10000Rpm 2.5Inch 6Gb/S Sas W/Tray</a>",,,
$0.06 ,$57.74 ,$14 ,4.7 GB x50,,Optical,DVD-R,New,"Verbatim DVD-R Blank Discs AZO Dye 4.7GB 16X Recordable Disc - 50 Pack Spindle,Silver","<a href=""https://www.amazon.com/dp/B00081A2KY"">Verbatim DVD-R Blank Discs AZO Dye 4.7GB 16X Recordable Disc - 50 Pack Spindle,Silver</a>","<a href=""https://www.amazon.com/dp/B00081A2KY"">Verbatim DVD-R Blank Discs AZO Dye 4.7GB 16X Recordable Disc - 50 Pack Spindle,Silver</a>",,,
$0.06 ,$57.81 ,$148 ,256 GB x10,5 years,M.2,NVMe,New,Patriot P300 256GB Internal SSD - NVMe PCIe Gen 3x4 - M.2 2280 - Solid State Drive - 10 Pack,"<a href=""https://www.amazon.com/dp/B0CHJRF47H"">Patriot P300 256GB Internal SSD - NVMe PCIe Gen 3x4 - M.2 2280 - Solid State Drive - 10 Pack</a>",,,,
